ID,Hotel Rank,Hotel Name,Hotel Slug,City,Country,Image Slot,Image Type,Subject,File Name Original,File Name Web,Local Path Original,Local Path Web,Source Site,Source Page URL,Direct Download URL,Photographer / Creator,Photographer Profile URL,Licence,Licence URL,Attribution Required?,Recommended Attribution Text,Commercial Use Allowed?,Modification Allowed?,Verification Date,Notes,Safe to Use?,Width,Height,Web File Size Bytes
real-marina-olhao-05,18,Real Marina Hotel & Spa,real-marina-olhao,Olhao,Portugal,5,Food,"""Mercado da Ribeira"" after restoration (39451995340).jpg",real-marina-olhao-05-food-seafood-market.jpg,real-marina-olhao-05-food-seafood-market.webp,public/images/hotels/real-marina-olhao/original/real-marina-olhao-05-food-seafood-market.jpg,/images/hotels/real-marina-olhao/web/real-marina-olhao-05-food-seafood-market.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:%22Mercado_da_Ribeira%22_after_restoration_(39451995340).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/%22Mercado_da_Ribeira%22_after_restoration_%2839451995340%29.jpg/3840px-%22Mercado_da_Ribeira%22_after_restoration_%2839451995340%29.jpg,"Pedro Ribeiro Simões from Lisboa, Portugal",,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Yes,"Photo: ""Mercado da Ribeira"" after restoration (39451995340).jpg by Pedro Ribeiro Simões from Lisboa, Portugal, licensed under CC BY 2.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Portugal seafood market.,Yes,2200,1549,837604
real-marina-olhao-06,18,Real Marina Hotel & Spa,real-marina-olhao,Olhao,Portugal,6,Secondary,Armona Island (Portugal) - 49707670051.jpg,real-marina-olhao-06-secondary-real-marina-olhao-06.jpg,real-marina-olhao-06-secondary-real-marina-olhao-06.webp,public/images/hotels/real-marina-olhao/original/real-marina-olhao-06-secondary-real-marina-olhao-06.jpg,/images/hotels/real-marina-olhao/web/real-marina-olhao-06-secondary-real-marina-olhao-06.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Armona_Island_(Portugal)_-_49707670051.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Armona_Island_%28Portugal%29_-_49707670051.jpg/3840px-Armona_Island_%28Portugal%29_-_49707670051.jpg,sky_hlv,,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Yes,"Photo: Armona Island (Portugal) - 49707670051.jpg by sky_hlv, licensed under CC BY 2.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Recovered with Commons query: Armona Island. Hotel-specific image not found under safe licence; using destination alternative.,Yes,2200,1650,856746
graffit-gallery-varna-01,19,Graffit Gallery Design Hotel,graffit-gallery-varna,Varna,Bulgaria,1,Hero,"See Garden in Varna, Bulgaria2.jpg",graffit-gallery-varna-01-hero-graffit-gallery-varna-01.jpg,graffit-gallery-varna-01-hero-graffit-gallery-varna-01.webp,public/images/hotels/graffit-gallery-varna/original/graffit-gallery-varna-01-hero-graffit-gallery-varna-01.jpg,/images/hotels/graffit-gallery-varna/web/graffit-gallery-varna-01-hero-graffit-gallery-varna-01.webp,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:See_Garden_in_Varna,_Bulgaria2.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/See_Garden_in_Varna%2C_Bulgaria2.jpg/3840px-See_Garden_in_Varna%2C_Bulgaria2.jpg,Stanqo,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: See Garden in Varna, Bulgaria2.jpg by Stanqo, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Recovered with Commons query: Varna Sea Garden. Hotel-specific image not found under safe licence; using destination alternative.,Yes,2200,1650,789724
graffit-gallery-varna-02,19,Graffit Gallery Design Hotel,graffit-gallery-varna,Varna,Bulgaria,2,Hotel,Varna Cathedral 02.jpg,graffit-gallery-varna-02-hotel-graffit-gallery-varna-02.jpg,graffit-gallery-varna-02-hotel-graffit-gallery-varna-02.webp,public/images/hotels/graffit-gallery-varna/original/graffit-gallery-varna-02-hotel-graffit-gallery-varna-02.jpg,/images/hotels/graffit-gallery-varna/web/graffit-gallery-varna-02-hotel-graffit-gallery-varna-02.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Varna_Cathedral_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Varna_Cathedral_02.jpg/3840px-Varna_Cathedral_02.jpg,Ad Meskens,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Varna Cathedral 02.jpg by Ad Meskens, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Recovered with Commons query: Dormition Cathedral Varna. Hotel-specific image not found under safe licence; using destination alternative.,Yes,2200,1650,172030
graffit-gallery-varna-03,19,Graffit Gallery Design Hotel,graffit-gallery-varna,Varna,Bulgaria,3,City,"Catedral de la Dormición de la Madre de Dios, Varna, Bulgaria, 2016-05-27, DD 109-111 HDR.jpg",graffit-gallery-varna-03-city-varna-black-sea.jpg,graffit-gallery-varna-03-city-varna-black-sea.webp,public/images/hotels/graffit-gallery-varna/original/graffit-gallery-varna-03-city-varna-black-sea.jpg,/images/hotels/graffit-gallery-varna/web/graffit-gallery-varna-03-city-varna-black-sea.webp,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Catedral_de_la_Dormici%C3%B3n_de_la_Madre_de_Dios,_Varna,_Bulgaria,_2016-05-27,_DD_109-111_HDR.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Catedral_de_la_Dormici%C3%B3n_de_la_Madre_de_Dios%2C_Varna%2C_Bulgaria%2C_2016-05-27%2C_DD_109-111_HDR.jpg/3840px-Catedral_de_la_Dormici%C3%B3n_de_la_Madre_de_Dios%2C_Varna%2C_Bulgaria%2C_2016-05-27%2C_DD_109-111_HDR.jpg,Diego Delso,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Catedral de la Dormición de la Madre de Dios, Varna, Bulgaria, 2016-05-27, DD 109-111 HDR.jpg by Diego Delso, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Varna Bulgaria Black Sea.,Yes,2200,1522,879418
graffit-gallery-varna-04,19,Graffit Gallery Design Hotel,graffit-gallery-varna,Varna,Bulgaria,4,Attraction,Антична сграда-Римски терми-4.jpg,graffit-gallery-varna-04-attraction-roman-baths.jpg,graffit-gallery-varna-04-attraction-roman-baths.webp,public/images/hotels/graffit-gallery-varna/original/graffit-gallery-varna-04-attraction-roman-baths.jpg,/images/hotels/graffit-gallery-varna/web/graffit-gallery-varna-04-attraction-roman-baths.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:%D0%90%D0%BD%D1%82%D0%B8%D1%87%D0%BD%D0%B0_%D1%81%D0%B3%D1%80%D0%B0%D0%B4%D0%B0-%D0%A0%D0%B8%D0%BC%D1%81%D0%BA%D0%B8_%D1%82%D0%B5%D1%80%D0%BC%D0%B8-4.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/%D0%90%D0%BD%D1%82%D0%B8%D1%87%D0%BD%D0%B0_%D1%81%D0%B3%D1%80%D0%B0%D0%B4%D0%B0-%D0%A0%D0%B8%D0%BC%D1%81%D0%BA%D0%B8_%D1%82%D0%B5%D1%80%D0%BC%D0%B8-4.jpg/3840px-%D0%90%D0%BD%D1%82%D0%B8%D1%87%D0%BD%D0%B0_%D1%81%D0%B3%D1%80%D0%B0%D0%B4%D0%B0-%D0%A0%D0%B8%D0%BC%D1%81%D0%BA%D0%B8_%D1%82%D0%B5%D1%80%D0%BC%D0%B8-4.jpg,Magdalenaamcmus,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Антична сграда-Римски терми-4.jpg by Magdalenaamcmus, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Roman Baths Varna.,Yes,2200,1650,163204
graffit-gallery-varna-05,19,Graffit Gallery Design Hotel,graffit-gallery-varna,Varna,Bulgaria,5,Food,Traditional Bulgarian cuisine with banitsa.jpg,graffit-gallery-varna-05-food-graffit-gallery-varna-05.jpg,graffit-gallery-varna-05-food-graffit-gallery-varna-05.webp,public/images/hotels/graffit-gallery-varna/original/graffit-gallery-varna-05-food-graffit-gallery-varna-05.jpg,/images/hotels/graffit-gallery-varna/web/graffit-gallery-varna-05-food-graffit-gallery-varna-05.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Traditional_Bulgarian_cuisine_with_banitsa.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Traditional_Bulgarian_cuisine_with_banitsa.jpg/3840px-Traditional_Bulgarian_cuisine_with_banitsa.jpg,Savannah Rivka Powell,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Traditional Bulgarian cuisine with banitsa.jpg by Savannah Rivka Powell, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Recovered with Commons query: Bulgarian food. Hotel-specific image not found under safe licence; using destination alternative.,Yes,2200,1650,385414
graffit-gallery-varna-06,19,Graffit Gallery Design Hotel,graffit-gallery-varna,Varna,Bulgaria,6,Secondary,"See Garden in Varna, Bulgaria.jpg",graffit-gallery-varna-06-secondary-sea-garden.jpg,graffit-gallery-varna-06-secondary-sea-garden.webp,public/images/hotels/graffit-gallery-varna/original/graffit-gallery-varna-06-secondary-sea-garden.jpg,/images/hotels/graffit-gallery-varna/web/graffit-gallery-varna-06-secondary-sea-garden.webp,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:See_Garden_in_Varna,_Bulgaria.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/See_Garden_in_Varna%2C_Bulgaria.jpg/3840px-See_Garden_in_Varna%2C_Bulgaria.jpg,Stanqo,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: See Garden in Varna, Bulgaria.jpg by Stanqo, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Varna Sea Garden.,Yes,2200,1650,685090
millennium-downtown-abu-dhabi-01,20,Millennium Downtown Abu Dhabi,millennium-downtown-abu-dhabi,Abu Dhabi,UAE,1,Hero,Abu dhabi skylines 2014.jpg,millennium-downtown-abu-dhabi-01-hero-millennium-downtown-abu-dhabi-01.jpg,millennium-downtown-abu-dhabi-01-hero-millennium-downtown-abu-dhabi-01.webp,public/images/hotels/millennium-downtown-abu-dhabi/original/millennium-downtown-abu-dhabi-01-hero-millennium-downtown-abu-dhabi-01.jpg,/images/hotels/millennium-downtown-abu-dhabi/web/millennium-downtown-abu-dhabi-01-hero-millennium-downtown-abu-dhabi-01.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Abu_dhabi_skylines_2014.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Abu_dhabi_skylines_2014.jpg/3840px-Abu_dhabi_skylines_2014.jpg,Wadiia,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Abu dhabi skylines 2014.jpg by Wadiia, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Recovered with Commons query: Abu Dhabi skyline. Hotel-specific image not found under safe licence; using destination alternative.,Yes,2200,1207,274894
millennium-downtown-abu-dhabi-02,20,Millennium Downtown Abu Dhabi,millennium-downtown-abu-dhabi,Abu Dhabi,UAE,2,Hotel,Abu Dhabi Skyline fron Corniche Rd.JPG,millennium-downtown-abu-dhabi-02-hotel-millennium-downtown-abu-dhabi-02.jpg,millennium-downtown-abu-dhabi-02-hotel-millennium-downtown-abu-dhabi-02.webp,public/images/hotels/millennium-downtown-abu-dhabi/original/millennium-downtown-abu-dhabi-02-hotel-millennium-downtown-abu-dhabi-02.jpg,/images/hotels/millennium-downtown-abu-dhabi/web/millennium-downtown-abu-dhabi-02-hotel-millennium-downtown-abu-dhabi-02.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Abu_Dhabi_Skyline_fron_Corniche_Rd.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Abu_Dhabi_Skyline_fron_Corniche_Rd.JPG/3840px-Abu_Dhabi_Skyline_fron_Corniche_Rd.JPG,FritzDaCat,,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Yes,"Photo: Abu Dhabi Skyline fron Corniche Rd.JPG by FritzDaCat, licensed under CC BY-SA 3.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Recovered with Commons query: Abu Dhabi skyline. Hotel-specific image not found under safe licence; using destination alternative.,Yes,2200,1650,232270
millennium-downtown-abu-dhabi-03,20,Millennium Downtown Abu Dhabi,millennium-downtown-abu-dhabi,Abu Dhabi,UAE,3,City,Abu Dhabi Corniche 02.jpg,millennium-downtown-abu-dhabi-03-city-corniche.jpg,millennium-downtown-abu-dhabi-03-city-corniche.webp,public/images/hotels/millennium-downtown-abu-dhabi/original/millennium-downtown-abu-dhabi-03-city-corniche.jpg,/images/hotels/millennium-downtown-abu-dhabi/web/millennium-downtown-abu-dhabi-03-city-corniche.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Abu_Dhabi_Corniche_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Abu_Dhabi_Corniche_02.jpg/3840px-Abu_Dhabi_Corniche_02.jpg,Halamoudi,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Abu Dhabi Corniche 02.jpg by Halamoudi, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Abu Dhabi Corniche.,Yes,2200,1466,548970
millennium-downtown-abu-dhabi-04,20,Millennium Downtown Abu Dhabi,millennium-downtown-abu-dhabi,Abu Dhabi,UAE,4,Attraction,"Sheikh Zayed Grand Mosque, the entrance to the parking area..JPG",millennium-downtown-abu-dhabi-04-attraction-grand-mosque.jpg,millennium-downtown-abu-dhabi-04-attraction-grand-mosque.webp,public/images/hotels/millennium-downtown-abu-dhabi/original/millennium-downtown-abu-dhabi-04-attraction-grand-mosque.jpg,/images/hotels/millennium-downtown-abu-dhabi/web/millennium-downtown-abu-dhabi-04-attraction-grand-mosque.webp,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Sheikh_Zayed_Grand_Mosque,_the_entrance_to_the_parking_area..JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Sheikh_Zayed_Grand_Mosque%2C_the_entrance_to_the_parking_area..JPG/3840px-Sheikh_Zayed_Grand_Mosque%2C_the_entrance_to_the_parking_area..JPG,GinaD,,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Yes,"Photo: Sheikh Zayed Grand Mosque, the entrance to the parking area..JPG by GinaD, licensed under CC BY-SA 3.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Sheikh Zayed Grand Mosque Abu Dhabi.,Yes,2200,1456,527582
millennium-downtown-abu-dhabi-05,20,Millennium Downtown Abu Dhabi,millennium-downtown-abu-dhabi,Abu Dhabi,UAE,5,Food,Lugainat.jpg,millennium-downtown-abu-dhabi-05-food-millennium-downtown-abu-dhabi-05.jpg,millennium-downtown-abu-dhabi-05-food-millennium-downtown-abu-dhabi-05.webp,public/images/hotels/millennium-downtown-abu-dhabi/original/millennium-downtown-abu-dhabi-05-food-millennium-downtown-abu-dhabi-05.jpg,/images/hotels/millennium-downtown-abu-dhabi/web/millennium-downtown-abu-dhabi-05-food-millennium-downtown-abu-dhabi-05.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Lugainat.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6c/Lugainat.jpg,Jasmine57,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Lugainat.jpg by Jasmine57, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Recovered with Commons query: Emirati cuisine. Hotel-specific image not found under safe licence; using destination alternative.,Yes,1280,853,88814
millennium-downtown-abu-dhabi-06,20,Millennium Downtown Abu Dhabi,millennium-downtown-abu-dhabi,Abu Dhabi,UAE,6,Secondary,Qasr Al Watan in March 2022 09.jpg,millennium-downtown-abu-dhabi-06-secondary-qasr-al-watan.jpg,millennium-downtown-abu-dhabi-06-secondary-qasr-al-watan.webp,public/images/hotels/millennium-downtown-abu-dhabi/original/millennium-downtown-abu-dhabi-06-secondary-qasr-al-watan.jpg,/images/hotels/millennium-downtown-abu-dhabi/web/millennium-downtown-abu-dhabi-06-secondary-qasr-al-watan.webp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Qasr_Al_Watan_in_March_2022_09.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Qasr_Al_Watan_in_March_2022_09.jpg/3840px-Qasr_Al_Watan_in_March_2022_09.jpg,Renek78,,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Yes,"Photo: Qasr Al Watan in March 2022 09.jpg by Renek78, licensed under CC BY-SA 4.0 via Wikimedia Commons. Cropped/resized only if needed and converted to WebP.",Yes,Yes,2026-05-30,Matched Commons query: Qasr Al Watan Abu Dhabi.,Yes,2200,1237,539038
